#;Empresa;Ticker;Indice;Sector;2022 ROE;2022 ROI;2022 FCA;2022 FCN;2022 EVA;2022 M.EBITA;2022 M.EBIT;2023 ROE;2023 ROI;2023 FCA;2023 FCN;2023 EVA;2023 M.EBITA;2023 M.EBIT;2024 ROE;2024 ROI;2024 FCA;2024 FCN;2024 EVA;2024 M.EBITA;2024 M.EBIT;2025 ROE;2025 ROI;2025 FCA;2025 FCN;2025 EVA;2025 M.EBITA;2025 M.EBIT;2026 ROE;2026 ROI;2026 FCA;2026 FCN;2026 EVA;2026 M.EBITA;2026 M.EBIT
136;Standard Chartered;STAN.L;FTSE 100;Banca;5,94;0,36;29744000000,0;26778000000,0;;;;6,94;0,42;-197000000,0;-6845000000,0;;;;7,96;0,48;-23556000000,0;-21898000000,0;;;;9,4;0,55;35529000000,0;35484000000,0;;;;9,4;0,55;35529000000,0;35484000000,0;;;
137;Flutter Entertainment;FLTR.L;FTSE 100;Ocio;-3,34;-1,46;2780000000,0;734000000,0;-1707237966,0;10,56;-0,8;-12,19;-4,97;516000000,0;335000000,0;-2197016059,0;5,29;-5,61;1,17;0,44;677000000,0;941000000,0;-1213940000,0;11,41;3,6;-4,2;-1,3;5631000000,0;407000000,0;-1588710000,0;12,11;2,85;-4,2;-1,3;5631000000,0;407000000,0;-1588710000,0;12,11;2,85
138;Reckitt Benckiser;RKT.L;FTSE 100;Consumo;24,67;8,11;421000000,0;1954000000,0;902905328,0;27,01;22,83;19,45;6,05;1970000000,0;2187000000,0;356251628,0;21,77;18,55;21,29;5,64;2298000000,0;2217000000,0;311079087,0;20,88;17,62;41,08;12,69;1457000000,0;1682000000,0;2082574330,0;33,51;30,0;41,08;12,69;1457000000,0;1682000000,0;2082574330,0;33,51;30,0
139;BT Group;BT-A.L;FTSE 100;Telecomunicaciones;;;;;;;;13,13;3,61;3107000000,0;1417000000,0;-1003162059,0;35,72;12,84;6,83;1,65;1550000000,0;984000000,0;-1668911872,0;34,28;11,24;8,17;2,07;2509000000,0;2052000000,0;-1211758501,0;36,69;12,71;8,57;2,16;1357000000,0;1861000000,0;-1327360000,0;38,25;13,55
140;Marks & Spencer;MKS.L;FTSE 100;Distribución;;;;;;;;13,58;3,99;619600000,0;619600000,0;3600760,0;10,02;5,63;15,9;4,97;872400000,0;872400000,0;41871346,0;10,53;6,49;10,48;3,35;806100000,0;806100000,0;24088000,0;8,83;4,9;8,49;2,56;548900000,0;548900000,0;-207212434,0;7,0;3,24
141;Legal & General;LGEN.L;FTSE 100;Seguros;14,08;0,15;20485000000,0;20277000000,0;;-1,22;-1,22;9,47;0,09;-13799000000,0;-14481000000,0;;1,29;1,29;5,38;0,04;-2689000000,0;-4541000000,0;;2,48;2,48;25,93;0,1;3380000000,0;4497000000,0;;2,31;2,31;25,93;0,1;3380000000,0;4497000000,0;;2,31;2,31
142;Aviva;AV.L;FTSE 100;Seguros;-10,61;-0,34;14889000000,0;15784000000,0;;4,54;5,56;11,69;0,33;-3322000000,0;-3082000000,0;;5,01;4,55;8,22;0,19;7512000000,0;8272000000,0;;3,97;3,49;9,67;0,26;-3126000000,0;-2754000000,0;;3,58;3,17;9,67;0,26;-3126000000,0;-2754000000,0;;3,58;3,17
143;National Grid;NG.L;FTSE 100;Utilities;;;;;;;;26,4;8,41;-3346000000,0;6000000,0;-2701298719,0;33,49;24,33;7,67;2,33;3348000000,0;-514000000,0;-3484634921,0;34,42;24,04;7,68;2,72;-2122000000,0;-2498000000,0;-3457806027,0;43,2;29,71;8,25;2,99;-1535000000,0;-2746000000,0;-3356976098,0;45,67;32,97
144;Tesco;TSCO.L;FTSE 100;Distribución;;;;;;;;6,02;1,61;1763000000,0;2472000000,0;-1121449524,0;4,94;2,34;10,18;2,53;2910000000,0;2453000000,0;265172110,0;7,08;4,55;13,94;4,18;1078000000,0;1380000000,0;158894808,0;6,81;4,28;15,59;4,53;2356000000,0;2240000000,0;337602247,0;6,86;4,29
145;WPP;WPP.L;FTSE 100;Medios;18,56;2,37;256000000,0;477000000,0;125713138,0;14,08;10,53;3,26;0,41;926000000,0;1021000000,0;-274190000,0;12,87;4,95;15,6;2,12;1131000000,0;1172000000,0;83966402,0;13,17;9,82;-8,46;-0,89;968000000,0;538000000,0;-376950000,0;6,86;3,56;-8,46;-0,89;968000000,0;538000000,0;-376950000,0;6,86;3,56
146;Entain;ENT.L;FTSE 100;Ocio;0,77;0,28;994800000,0;428200000,0;-414131000,0;12,73;4,47;-40,94;-8,56;539200000,0;187500000,0;-1298763577,0;-0,94;-12,6;-29,29;-4,46;556800000,0;281000000,0;-725654923,0;10,9;-1,51;-74,92;-7,1;347200000,0;214700000,0;-783457943,0;6,06;-5,56;-74,92;-7,1;347200000,0;214700000,0;-783457943,0;6,06;-5,56
147;Taylor Wimpey;TW.L;FTSE 100;Construcción;14,3;9,93;475400000,0;475400000,0;250927065,0;19,6;19,28;7,72;5,58;122700000,0;122700000,0;-42330418,0;14,57;14,2;4,99;3,49;161500000,0;161500000,0;-164378922,0;10,64;10,22;2,4;1,66;126500000,0;126500000,0;-260946512,0;5,3;4,89;2,4;1,66;126500000,0;126500000,0;-260946512,0;5,3;4,89
148;Assoc. British Foods;ABF.L;FTSE 100;Alimentación;;;;;;;;9,41;5,54;568000000,0;581000000,0;54853731,0;12,54;8,05;13,01;7,65;1706000000,0;1690000000,0;457682546,0;15,6;10,88;9,27;5,31;999000000,0;997000000,0;11628988,0;13,64;8,56;9,27;5,31;999000000,0;997000000,0;11628988,0;13,64;8,56
149;Burberry;BRBY.L;FTSE 100;Lujo;;;;;;;;31,96;13,29;;;292152934,0;32,81;21,69;23,54;8,01;;;108168877,0;27,49;14,72;-8,21;-2,19;;;-172325455,0;17,39;0,61;2,23;0,68;145000000,0;370000000,0;-85670000,0;20,91;5,41
150;Smith & Nephew;SN.L;FTSE 100;Salud;4,24;2,24;-286000000,0;110000000,0;-350726809,0;16,76;6,25;5,04;2,63;356000000,0;181000000,0;-228221379,0;17,23;7,73;7,83;3,98;901000000,0;606000000,0;-154852048,0;21,02;11,46;11,82;5,98;766000000,0;852000000,0;59653607,0;24,85;15,54;11,82;5,98;766000000,0;852000000,0;59653607,0;24,85;15,54
151;Rightmove;RMV.L;FTSE 100;Tecnología;287,08;192,3;195243000,0;195243000,0;189763134,0;73,99;72,61;287,14;189,9;203365000,0;203365000,0;193282676,0;72,73;71,36;238,32;162,63;202192000,0;202192000,0;185961109,0;67,85;66,31;263,76;169,34;226120000,0;226120000,0;210132401,0;70,19;68,23;263,76;169,34;226120000,0;226120000,0;210132401,0;70,19;68,23
152;InterContinental Hotels;IHG.L;FTSE 100;Hoteles;-23,22;8,89;338000000,0;547000000,0;246491852,0;20,94;16,98;-38,46;15,58;1468000000,0;811000000,0;607734257,0;27,05;23,81;-27,16;13,23;933000000,0;646000000,0;544522631,0;25,29;22,34;-27,65;14,18;1408000000,0;821000000,0;637207263,0;27,27;24,46;-27,65;14,18;1408000000,0;821000000,0;637207263,0;27,27;24,46
153;Coca-Cola HBC;CCH.L;FTSE 100;Bebidas;12,66;4,21;1002600000,0;711200000,0;-80469968,0;12,03;7,63;20,58;6,44;822700000,0;776000000,0;213286846,0;13,58;9,79;25,6;7,7;1293200000,0;776500000,0;367956812,0;15,1;11,61;24,46;8,11;638500000,0;760900000,0;436316335,0;16,02;12,35;24,46;8,11;638500000,0;760900000,0;436316335,0;16,02;12,35
154;ASML Holding;ASML.AS;Euro Stoxx 50;Semiconductores;63,83;15,49;7146900000,0;7167500000,0;4072522015,0;33,54;30,78;58,27;19,62;3492200000,0;3247200000,0;5881639196,0;36,2;33,51;40,98;15,58;9079900000,0;9083100000,0;5211123532,0;35,82;32,57;49,0;19,0;10714800000,0;11027300000,0;7385901733,0;38,42;35,28;49,0;19,0;10714800000,0;11027300000,0;7385901733,0;38,42;35,28
155;Adyen;ADYEN.AS;Euro Stoxx 50;Fintech;23,35;7,4;1922060000,0;1922060000,0;362391840,0;8,9;8,19;22,16;7,3;1800297000,0;1800297000,0;435250875,0;55,43;50,84;21,86;8,1;1603527000,0;1603527000,0;592722947,0;61,01;56,32;20,1;8,67;904629000,0;904629000,0;639982514,0;58,54;53,41;20,1;8,67;904629000,0;904629000,0;639982514,0;58,54;53,41
156;ING Group;INGA.AS;Euro Stoxx 50;Banca;7,36;0,38;-1883000000,0;-11343000000,0;;;;14,22;0,75;13316000000,0;-11586000000,0;;;;12,7;0,63;-9807000000,0;-22876000000,0;;;;12,73;0,6;9102000000,0;-6731000000,0;;;;12,73;0,6;9102000000,0;-6731000000,0;;;
156;3M;MMM;Dow Jones 30;Industriales;39,24;12,44;2664000000,0;3842000000,0;1502779676,0;24,83;17,84;-145,52;-13,83;4814000000,0;5065000000,0;-10525001814,0;-33,9;-41,97;108,62;10,47;6349000000,0;638000000,0;2718334044,0;30,0;24,46;69,12;8,61;680000000,0;1396000000,0;1679743290,0;25,92;20,68;69,12;8,61;680000000,0;1396000000,0;1679743290,0;25,92;20,68
157;Prosus;PRX.AS;Euro Stoxx 50;Tecnología;37,15;26,26;7098000000,0;-847000000,0;13583844205,0;367,07;363,85;22,68;15,54;-335000000,0;-383000000,0;5411779555,0;211,83;208,41;16,01;10,69;938000000,0;978000000,0;2828067318,0;141,72;138,61;24,23;17,04;1881000000,0;1814000000,0;7726685640,0;216,66;214,29;24,23;17,04;1881000000,0;1814000000,0;7726685640,0;216,66;214,29
157;Amazon;AMZN;Dow Jones 30;Consumo discrecional;-1,86;-0,59;-1175000000,0;-16893000000,0;-27259310000,0;7,46;-0,69;15,07;5,76;16338000000,0;32217000000,0;1519290000,0;15,55;7,09;20,72;9,48;21066000000,0;32878000000,0;17627960000,0;19,41;11,13;18,89;9,49;17356000000,0;7695000000,0;26685790000,0;23,06;13,89;18,89;9,49;17356000000,0;7695000000,0;26685790000,0;23,06;13,89
158;Enel;ENEL.MI;Euro Stoxx 50;Utilities;5,87;0,76;7827000000,0;-4593000000,0;-3058050000,0;19,59;11,01;10,83;1,76;-2133000000,0;1852000000,0;-4051172265,0;23,5;13,25;20,8;3,75;-2047000000,0;3057000000,0;-367255966,0;31,16;21,7;13,18;2,36;5597000000,0;4295000000,0;-3005158617,0;30,71;16,66;13,18;2,36;5597000000,0;4295000000,0;-3005158617,0;30,71;16,66
158;American Express;AXP;Dow Jones 30;Financiero;30,41;3,29;23548000000,0;19224000000,0;;;;29,85;3,21;21967000000,0;16996000000,0;;;;33,47;3,73;13982000000,0;12139000000,0;;;;32,36;3,61;22223000000,0;16003000000,0;;;;32,36;3,61;22223000000,0;16003000000,0;;;
159;Intesa Sanpaolo;ISP.MI;Euro Stoxx 50;Banca;7,17;0,45;100428000000,0;100428000000,0;;;;12,08;0,8;-18993000000,0;-18993000000,0;;;;13,3;0,93;-41856000000,0;-41856000000,0;;;;14,29;0,97;6585000000,0;6585000000,0;;;;14,29;0,97;6585000000,0;6585000000,0;;;
159;Amgen;AMGN;Dow Jones 30;Salud;178,97;10,06;15704000000,0;8785000000,0;3851311037,0;46,23;33,25;107,78;6,91;33682000000,0;7359000000,0;2874521859,0;52,5;38,06;69,59;4,45;6794000000,0;10394000000,0;1390528791,0;39,96;23,23;89,06;8,51;3100000000,0;8100000000,0;4869974069,0;45,98;31,92;89,06;8,51;3100000000,0;8100000000,0;4869974069,0;45,98;31,92
160;UniCredit;UCG.MI;Euro Stoxx 50;Banca;10,2;0,75;9094000000,0;9094000000,0;;;;14,84;1,21;-42280000000,0;-42280000000,0;;;;15,57;1,24;-8816000000,0;-8816000000,0;;;;16,12;1,25;7259000000,0;7259000000,0;;;;16,12;1,25;7259000000,0;7259000000,0;;;
160;Apple;AAPL;Dow Jones 30;Tecnologia;196,96;28,29;107365000000,0;111443000000,0;84181037098,0;33,1;30,29;156,08;27,51;93661000000,0;99584000000,0;80894836666,0;32,83;29,82;164,59;25,68;98849000000,0;108807000000,0;78444765288,0;34,44;31,51;151,91;31,18;92316000000,0;98767000000,0;96792091893,0;34,78;31,97;151,91;31,18;92316000000,0;98767000000,0;96792091893,0;34,78;31,97
161;Boeing;BA;Dow Jones 30;Aeroespacial/Defensa;31,07;-3,6;1014000000,0;2290000000,0;-6209648642,0;-0,72;-3,69;12,89;-1,62;-708000000,0;4433000000,0;-2894464838,0;2,98;0,58;302,38;-7,56;-12910000000,0;-14398000000,0;-13931830713,0;-11,5;-14,26;40,98;1,33;-5342000000,0;-1886000000,0;-218090323,0;8,23;6,04;40,98;1,33;-5342000000,0;-1886000000,0;-218090323,0;8,23;6,04
162;Caterpillar;CAT;Dow Jones 30;Industriales;42,25;8,18;4113000000,0;5167000000,0;2990414657,0;19,21;15,47;53,02;11,81;11732000000,0;9793000000,0;6451264138,0;23,42;20,22;55,37;12,3;9787000000,0;8820000000,0;6715985846,0;24,75;21,42;41,67;9,01;10477000000,0;7453000000,0;4192440035,0;21,16;17,82;41,67;9,01;10477000000,0;7453000000,0;4192440035,0;21,16;17,82
163;Chevron;CVX;Dow Jones 30;Energia;22,27;13,76;29149000000,0;37628000000,0;18097806218,0;27,58;21,29;13,28;8,17;15725000000,0;19780000000,0;3400512092,0;24,06;15,26;11,59;6,87;18612000000,0;15044000000,0;661894772,0;23,46;14,53;6,6;3,8;22458000000,0;16592000000,0;-9995398369,0;22,28;11,36;6,6;3,8;22458000000,0;16592000000,0;-9995398369,0;22,28;11,36
164;Cisco;CSCO;Dow Jones 30;Tecnologia;29,7;12,57;10248000000,0;12749000000,0;6636769364,0;32,57;28,78;28,44;12,38;18537000000,0;19037000000,0;7321156227,0;30,65;27,62;22,7;8,29;29062000000,0;10210000000,0;4462292065,0;29,27;24,61;21,73;8,32;10507000000,0;13288000000,0;4662807568,0;27,37;22,4;21,73;8,32;10507000000,0;13288000000,0;4662807568,0;27,37;22,4
165;Coca-Cola;KO;Dow Jones 30;Consumo basico;39,59;10,29;8576000000,0;9534000000,0;4450250529,0;32,16;29,23;41,3;10,97;11604000000,0;9747000000,0;6034289985,0;34,11;31,65;42,77;10,57;7269000000,0;4741000000,0;5972603851,0;33,61;31,33;40,74;12,5;5309000000,0;5296000000,0;7812407151,0;39,01;36,82;40,74;12,5;5309000000,0;5296000000,0;7812407151,0;39,01;36,82
166;Disney;DIS;Dow Jones 30;Comunicaciones;3,31;1,54;-2616000000,0;1067000000,0;-9370278221,0;14,5;8,26;2,37;1,15;3305000000,0;4897000000,0;-9162711009,0;13,62;7,58;4,94;2,53;5627000000,0;8559000000,0;-5577777170,0;16,01;10,55;11,29;6,28;7399000000,0;10077000000,0;-896734106,0;20,27;14,63;11,29;6,28;7399000000,0;10077000000,0;-896734106,0;20,27;14,63
167;Goldman Sachs;GS;Dow Jones 30;Financiero;9,61;0,78;45069000000,0;4960000000,0;;;;7,28;0,52;-22339000000,0;-14903000000,0;;;;11,7;0,85;-19363000000,0;-15303000000,0;;;;13,74;0,95;-27345000000,0;-47218000000,0;;;;13,74;0,95;-27345000000,0;-47218000000,0;;;
168;Home Depot;HD;Dow Jones 30;Consumo discrecional;;;;;;;;1095,07;22,38;15947000000,0;11496000000,0;14068737216,0;17,2;15,31;1450,48;19,79;18670000000,0;17946000000,0;12258554116,0;16,45;14,32;222,98;15,4;24799000000,0;16325000000,0;11180189950,0;15,98;13,62;110,48;13,47;9767000000,0;12646000000,0;10177836181,0;15,26;12,76
169;Honeywell;HON;Dow Jones 30;Industriales;29,74;7,97;4825000000,0;4508000000,0;1902400558,0;22,55;19,15;35,68;9,2;5182000000,0;4599000000,0;2086440627,0;24,07;21,02;30,64;7,59;16082000000,0;5226000000,0;1518166432,0;24,32;21,0;34,01;6,42;8030000000,0;5422000000,0;1543241899,0;21,92;18,21;34,01;6,42;8030000000,0;5422000000,0;1543241899,0;21,92;18,21
170;IBM;IBM;Dow Jones 30;Tecnologia;7,47;1,29;9467000000,0;8463000000,0;-5880040000,0;11,85;3,92;33,29;5,55;16625000000,0;12121000000,0;814007963,0;23,75;16,65;22,06;4,39;10850000000,0;11760000000,0;-1096020887,0;19,4;11,97;32,45;6,97;14357000000,0;11455000000,0;2917900147,0;25,59;18,16;32,45;6,97;14357000000,0;11455000000,0;2917900147,0;25,59;18,16
171;Johnson & Johnson;JNJ;Dow Jones 30;Salud;23,36;9,57;24637000000,0;17185000000,0;6077306022,0;33,26;24,55;51,11;20,98;15044000000,0;17778000000,0;4306941644,0;27,38;18,59;19,68;7,81;28110000000,0;18059000000,0;4319773376,0;27,9;19,64;32,87;13,46;28950000000,0;19313000000,0;15996110116,0;43,59;35,62;32,87;13,46;28950000000,0;19313000000,0;15996110116,0;43,59;35,62
172;JPMorgan Chase;JPM;Dow Jones 30;Financiero;12,89;1,03;140005000000,0;107119000000,0;;;;15,11;1,28;23511000000,0;12974000000,0;;;;16,96;1,46;-28702000000,0;-42012000000,0;;;;15,74;1,29;-135121000000,0;-147782000000,0;;;;15,74;1,29;-135121000000,0;-147782000000,0;;;
173;McDonald's;MCD;Dow Jones 30;Consumo discrecional;-102,89;12,25;6660000000,0;5488000000,0;3399117316,0;47,03;38,96;-179,96;15,08;10035000000,0;7255000000,0;5621408489,0;54,37;46,61;-216,62;14,9;6275000000,0;6672000000,0;5315549966,0;53,81;45,72;-478,38;14,39;7108000000,0;7186000000,0;5393835547,0;54,6;46,42;-478,38;14,39;7108000000,0;7186000000,0;5393835547,0;54,6;46,42
174;Merck;MRK;Dow Jones 30;Salud;31,57;13,3;12456000000,0;14707000000,0;8582113967,0;35,95;29,36;0,97;0,34;13327000000,0;9143000000,0;-4202230000,0;11,49;5,05;36,96;14,62;20405000000,0;18096000000,0;11130417502,0;40,06;33,05;34,7;13,34;23737000000,0;12360000000,0;10756264440,0;43,47;34,49;34,7;13,34;23737000000,0;12360000000,0;10756264440,0;43,47;34,49
175;Microsoft;MSFT;Dow Jones 30;Tecnologia;43,68;19,94;56126000000,0;65149000000,0;52949830902,0;50,56;43,26;35,09;17,56;56725000000,0;59475000000,0;49329340655,0;49,61;43,07;32,83;17,21;69396000000,0;74071000000,0;59585750564,0;54,26;45,17;29,65;16,45;68395000000,0;71611000000,0;65573732990,0;56,85;44,73;29,65;16,45;68395000000,0;71611000000,0;65573732990,0;56,85;44,73
176;Nike;NKE;Dow Jones 30;Consumo discrecional;39,57;14,99;4430000000,0;4430000000,0;3700536870,0;16,09;14,29;36,2;13,51;4872000000,0;4872000000,0;2574163522,0;13,23;11,55;39,5;14,96;6617000000,0;6617000000,0;3167699701,0;13,93;12,29;24,36;8,8;3268000000,0;3268000000,0;986331429,0;9,74;7,99;24,36;8,8;3268000000,0;3268000000,0;986331429,0;9,74;7,99
177;Nvidia;NVDA;Dow Jones 30;Tecnologia;;;;;;;;19,76;10,61;3808000000,0;3808000000,0;1474761751,0;22,19;16,47;69,24;45,28;25771000000,0;27021000000,0;25578401216,0;58,41;55,93;91,87;65,3;60853000000,0;60853000000,0;65609915594,0;66,01;64,58;76,33;58,06;96676000000,0;96676000000,0;106315646964,0;66,94;65,62
178;Procter & Gamble;PG;Dow Jones 30;Consumo basico;31,64;12,58;15459000000,0;13567000000,0;8423725079,0;26,49;22,99;31,33;12,13;16723000000,0;13786000000,0;8539250285,0;26,61;23,3;29,59;12,16;14082000000,0;16524000000,0;8612844207,0;26,87;23,42;30,71;12,76;14674000000,0;14044000000,0;9653674752,0;28,38;25,0;30,71;12,76;14674000000,0;14044000000,0;9653674752,0;28,38;25,0
179;Salesforce;CRM;Dow Jones 30;Tecnologia;;;;;;;;0,36;0,21;5890000000,0;6313000000,0;-4443140000,0;18,0;5,93;6,93;4,14;7687000000,0;9498000000,0;-842862222,0;28,57;17,21;10,13;6,02;10831000000,0;12434000000,0;391119129,0;29,4;20,23;12,61;6,64;19818000000,0;14402000000,0;969711113,0;30,22;21,47
180;Sherwin-Williams;SHW;Dow Jones 30;Materiales;65,12;8,94;2429200000,0;1275400000,0;996246882,0;16,01;13,38;64,29;10,41;2199700000,0;2633500000,0;1403293270,0;18,0;15,3;66,19;11,35;2356100000,0;2083200000,0;1658408789,0;19,44;16,74;55,86;9,92;3667800000,0;2654000000,0;1407771386,0;19,0;16,13;55,86;9,92;3667800000,0;2654000000,0;1407771386,0;19,0;16,13
181;Travelers;TRV;Dow Jones 30;Financiero;13,18;2,46;6465000000,0;6465000000,0;;12,28;10,04;12,0;2,37;8449000000,0;7711000000,0;;10,8;9,06;17,94;3,75;9074000000,0;9074000000,0;;15,7;14,16;19,12;4,38;11839000000,0;10606000000,0;;18,23;16,84;19,12;4,38;11839000000,0;10606000000,0;;18,23;16,84
182;UnitedHealth Group;UNH;Dow Jones 30;Salud;25,87;8,19;35208000000,0;23404000000,0;9760583194,0;9,82;8,77;25,22;8,18;29951000000,0;25682000000,0;11751285540,0;9,78;8,71;15,55;4,83;35516000000,0;20705000000,0;2647512475,0;7,01;5,99;12,81;3,89;15994000000,0;16075000000,0;719632113,0;5,15;4,18;12,81;3,89;15994000000,0;16075000000,0;719632113,0;5,15;4,18
183;Verizon;VZ;Dow Jones 30;Comunicaciones;23,32;5,6;14643000000,0;10401000000,0;-1833351601,0;35,8;23,3;12,57;3,05;10900000000,0;12912000000,0;-10134388751,0;29,96;16,8;17,64;4,55;14146000000,0;18922000000,0;-2452636268,0;35,26;21,98;16,44;4,25;27493000000,0;19676000000,0;-4544206549,0;34,53;21,25;16,44;4,25;27493000000,0;19676000000,0;-4544206549,0;34,53;21,25
184;Visa;V;Dow Jones 30;Financiero;42,04;17,49;20097000000,0;17879000000,0;;;;44,6;19,09;17446000000,0;19696000000,0;;;;50,45;20,89;18693000000,0;18693000000,0;;;;52,91;20,13;25501000000,0;21577000000,0;;;;52,91;20,13;25501000000,0;21577000000,0;;;
185;Walmart;WMT;Dow Jones 30;Consumo basico;;;;;;;;15,23;4,8;14336000000,0;11984000000,0;624243611,0;4,92;3,13;18,5;6,15;15870000000,0;15120000000,0;5469284852,0;5,61;3,78;21,36;7,45;9192000000,0;12660000000,0;9107974492,0;6,17;4,26;21,98;7,69;16281000000,0;14923000000,0;10209310581,0;6,52;4,52
186;Alphabet A;GOOGL;Nasdaq 100;Comunicaciones;23,41;16,42;58814000000,0;60010000000,0;36595042685,0;30,11;25,35;26,04;18,34;68735000000,0;69495000000,0;48413921637,0;31,87;27,99;30,8;22,24;73652000000,0;72764000000,0;71451222111,0;38,68;34,31;31,83;22,2;105403000000,0;73266000000,0;93379596043,0;44,86;39,61;31,83;22,2;105403000000,0;73266000000,0;93379596043,0;44,86;39,61
187;Alphabet C;GOOG;Nasdaq 100;Comunicaciones;23,41;16,42;58814000000,0;60010000000,0;36595042685,0;30,11;25,35;26,04;18,34;68735000000,0;69495000000,0;48413921637,0;31,87;27,99;30,8;22,24;73652000000,0;72764000000,0;71451222111,0;38,68;34,31;31,83;22,2;105403000000,0;73266000000,0;93379596043,0;44,86;39,61;31,83;22,2;105403000000,0;73266000000,0;93379596043,0;44,86;39,61
188;Broadcom;AVGO;Nasdaq 100;Semiconductores;50,62;15,69;15886000000,0;16312000000,0;7805063950,0;57,69;42,68;58,7;19,33;17230000000,0;17633000000,0;10358469858,0;57,38;46,68;8,71;3,56;39760000000,0;19414000000,0;-3288975135,0;46,3;26,89;28,45;13,52;24102000000,0;26914000000,0;13279691981,0;54,34;40,6;28,45;13,52;24102000000,0;26914000000,0;13279691981,0;54,34;40,6
189;Tesla;TSLA;Nasdaq 100;Automocion/Energia;28,15;15,28;3686000000,0;7552000000,0;8311919959,0;21,68;17,08;23,95;14,07;6473000000,0;4357000000,0;1367150000,0;15,29;10,47;9,78;5,84;6444000000,0;3581000000,0;-28438354,0;15,06;9,56;4,62;2,75;6156000000,0;6220000000,0;-4385488079,0;12,41;5,92;4,62;2,75;6156000000,0;6220000000,0;-4385488079,0;12,41;5,92
190;Meta Platforms;META;Nasdaq 100;Comunicaciones;18,45;12,49;28360000000,0;19289000000,0;10652849526,0;32,32;24,87;25,53;17,03;51465000000,0;44068000000,0;23652626948,0;43,77;35,49;34,14;22,59;62535000000,0;54072000000,0;43594346513,0;52,81;43,39;27,83;16,52;73491000000,0;46109000000,0;35342843090,0;52,6;43,34;27,83;16,52;73491000000,0;46109000000,0;35342843090,0;52,6;43,34
191;Micron Technology;MU;Nasdaq 100;Semiconductores;17,41;13,11;3082000000,0;3114000000,0;4154944528,0;54,87;31,73;-13,22;-9,08;-162000000,0;-6117000000,0;-9864257858,0;16,0;-33,91;1,72;1,12;-777000000,0;121000000,0;-3666844839,0;38,16;7,18;15,76;10,31;1479000000,0;1668000000,0;3243943642,0;49,45;27,1;15,76;10,31;1479000000,0;1668000000,0;3243943642,0;49,45;27,1
192;Advanced Micro Devices;AMD;Nasdaq 100;Semiconductores;2,41;1,95;3794000000,0;3115000000,0;-3755947568,0;23,45;5,39;1,53;1,26;1121000000,0;1121000000,0;-4447180000,0;17,86;2,64;2,85;2,37;1655000000,0;2405000000,0;-3273222926,0;19,95;8,07;6,88;5,64;8226000000,0;6735000000,0;-1232939179,0;21,0;12,33;6,88;5,64;8226000000,0;6735000000,0;-1232939179,0;21,0;12,33
193;Intel;INTC;Nasdaq 100;Semiconductores;7,9;4,4;-3902000000,0;-9411000000,0;-3996739073,0;33,78;13,11;1,6;0,88;-7255000000,0;-14279000000,0;-11851520000,0;20,73;3,02;-18,89;-9,55;-14969000000,0;-15656000000,0;-20497520000,0;2,27;-19,16;-0,23;-0,13;-8699000000,0;-4949000000,0;-12402320000,0;27,16;5,01;-0,23;-0,13;-8699000000,0;-4949000000,0;-12402320000,0;27,16;5,01
194;Lam Research;LRCX;Nasdaq 100;Semiconductores;73,35;26,78;2541751000,0;2553640000,0;3758661598,0;33,15;31,22;54,94;24,02;4677370000,0;4677370000,0;3507820646,0;32,35;30,39;44,82;20,42;4255599000,0;4255599000,0;2837884643,0;32,91;30,5;54,33;25,1;5414078000,0;5414078000,0;4336330299,0;35,38;33,29;54,33;25,1;5414078000,0;5414078000,0;4336330299,0;35,38;33,29
195;Applied Materials;AMAT;Nasdaq 100;Semiconductores;53,51;24,41;4612000000,0;4612000000,0;5173015760,0;32,08;30,35;41,94;22,31;7678000000,0;7594000000,0;5198913302,0;31,94;30,0;37,77;20,86;8080000000,0;7487000000,0;5319178170,0;32,35;30,91;34,28;19,28;5990000000,0;5698000000,0;4937048431,0;35,16;33,63;34,28;19,28;5990000000,0;5698000000,0;4937048431,0;35,16;33,63
196;Costco;COST;Nasdaq 100;Consumo basico;28,31;9,11;2568000000,0;3501000000,0;3460765357,0;4,36;3,52;25,11;9,12;6361000000,0;6745000000,0;3577739064,0;4,43;3,57;31,19;10,55;5921000000,0;6629000000,0;4745465770,0;4,77;3,89;27,77;10,5;7541000000,0;7837000000,0;5015013585,0;4,87;3,99;27,77;10,5;7541000000,0;7837000000,0;5015013585,0;4,87;3,99
197;Arm Holdings;ARM;Nasdaq 100;Semiconductores;;;;;;;;12,94;7,63;646000000,0;646000000,0;89226468,0;31,65;25,31;5,78;3,86;947000000,0;947000000,0;-426010000,0;8,63;3,62;11,58;8,87;158000000,0;158000000,0;107660000,0;25,31;20,74;10,91;8,45;949000000,0;949000000,0;-63591426,0;23,52;18,46
198;Netflix;NFLX;Nasdaq 100;Comunicaciones;21,62;9,24;918528000,0;1618528000,0;1841459807,0;64,31;18,88;26,27;11,1;6925749000,0;6925749000,0;2870683729,0;63,78;20,62;35,21;16,24;8316286000,0;6921826000,0;5909924490,0;67,47;27,4;41,26;19,75;7627603000,0;9461053000,0;8082144102,0;66,96;29,88;41,26;19,75;7627603000,0;9461053000,0;8082144102,0;66,96;29,88
